"산업및매출액규모별(1)",산업및매출액규모별(2),산업및매출액규모별(3),2021,2021,2021,2021,2021,2021,2021
"산업및매출액규모별(1)",산업및매출액규모별(2),산업및매출액규모별(3),응답기업수 (개),경영진이 최신 동향과 기술 개념에 익숙하지 않음 (%),경영진이 비공식적 경로를 통해 최신 동향과 기술을 부분적으로 이해 (%),경영진이 공식적인 채널을 통해 최신 동향과 기술에 대한 정보를 보유 (%),경영진이 조직을 개선하기 위해 최신 동향과 기술을 갖춘 외부 전문가와 협업 (%),경영진이 독립성을 가지고 최신 동향과 기술을 활용하여 기업의 여러 영역을 개선 (%),경영진이 최신 동향이 변경되거나 기술이 발전함에 따라 선제적으로 반영하여 기업을 개선 (%)
"전체",소계,소계,4000,37.6,35.4,16.9,5.1,2.5,2.6
"전체",5~20억원 미만,소계,692,59.1,27.3,8.7,2.5,0.6,1.9
"전체",20~50억원 미만,소계,719,47.8,32.7,11.1,3.3,2.8,2.2
"전체",50~80억원 미만,소계,452,40.7,38.9,13.3,3.1,2.4,1.5
"전체",80~120억원 미만,소계,428,36.0,39.0,18.7,3.0,1.6,1.6
"전체",120~200억원 미만,소계,493,28.6,43.2,17.2,5.3,3.0,2.6
"전체",200~500억원 미만,소계,707,25.3,38.2,23.6,6.4,3.5,3.0
"전체",500~1500억원 미만,소계,509,17.9,32.4,28.5,12.6,3.5,5.1
"전체",제조업,소계,1984,32.2,38.6,20.8,5.0,1.9,1.5
"전체",제조업,5~20억원 미만,318,60.1,29.9,6.9,1.6,0.3,1.3
"전체",제조업,20~50억원 미만,346,43.9,36.4,12.4,4.0,2.3,0.9
"전체",제조업,50~80억원 미만,224,36.2,42.9,17.0,1.8,1.8,0.4
"전체",제조업,80~120억원 미만,211,27.0,44.1,25.6,2.4,0.5,0.5
"전체",제조업,120~200억원 미만,236,21.6,51.7,19.9,2.1,3.0,1.7
"전체",제조업,200~500억원 미만,363,18.5,38.6,30.9,6.6,3.0,2.5
"전체",제조업,500~1500억원 미만,286,13.6,32.5,33.9,15.0,2.1,2.8
"전체",건설업,소계,444,43.7,37.8,11.3,2.7,2.5,2.0
"전체",건설업,5~20억원 미만,85,62.4,24.7,8.2,2.4,1.2,1.2
"전체",건설업,20~50억원 미만,76,51.3,36.8,9.2,1.3,0.0,1.3
"전체",건설업,50~80억원 미만,51,37.3,41.2,9.8,3.9,5.9,2.0
"전체",건설업,80~120억원 미만,45,44.4,37.8,13.3,0.0,0.0,4.4
"전체",건설업,120~200억원 미만,52,32.7,51.9,7.7,5.8,0.0,1.9
"전체",건설업,200~500억원 미만,78,39.7,39.7,16.7,0.0,3.8,0.0
"전체",건설업,500~1500억원 미만,57,26.3,40.4,14.0,7.0,7.0,5.3
"전체",도소매업,소계,637,52.3,29.5,11.1,2.7,2.7,1.7
"전체",도소매업,5~20억원 미만,102,68.6,23.5,5.9,1.0,0.0,1.0
"전체",도소매업,20~50억원 미만,110,60.9,24.5,4.5,0.9,6.4,2.7
"전체",도소매업,50~80억원 미만,68,58.8,29.4,8.8,1.5,0.0,1.5
"전체",도소매업,80~120억원 미만,71,56.3,31.0,12.7,0.0,0.0,0.0
"전체",도소매업,120~200억원 미만,87,47.1,33.3,12.6,2.3,2.3,2.3
"전체",도소매업,200~500억원 미만,114,41.2,35.1,11.4,6.1,4.4,1.8
"전체",도소매업,500~1500억원 미만,85,32.9,30.6,24.7,5.9,3.5,2.4
"전체",운수업,소계,273,49.5,35.9,9.9,3.3,0.4,1.1
"전체",운수업,5~20억원 미만,54,68.5,25.9,3.7,1.9,0.0,0.0
"전체",운수업,20~50억원 미만,52,57.7,26.9,11.5,0.0,1.9,1.9
"전체",운수업,50~80억원 미만,35,51.4,45.7,0.0,2.9,0.0,0.0
"전체",운수업,80~120억원 미만,30,56.7,33.3,6.7,3.3,0.0,0.0
"전체",운수업,120~200억원 미만,35,42.9,34.3,17.1,5.7,0.0,0.0
"전체",운수업,200~500억원 미만,48,29.2,50.0,14.6,4.2,0.0,2.1
"전체",운수업,500~1500억원 미만,19,21.1,42.1,21.1,10.5,0.0,5.3
"전체",정보통신업,소계,243,14.8,22.2,27.6,11.9,9.9,13.6
"전체",정보통신업,5~20억원 미만,45,24.4,24.4,33.3,8.9,2.2,6.7
"전체",정보통신업,20~50억원 미만,43,20.9,27.9,25.6,9.3,9.3,7.0
"전체",정보통신업,50~80억원 미만,26,15.4,30.8,15.4,7.7,15.4,15.4
"전체",정보통신업,80~120억원 미만,23,8.7,21.7,26.1,13.0,17.4,13.0
"전체",정보통신업,120~200억원 미만,30,10.0,13.3,30.0,20.0,13.3,13.3
"전체",정보통신업,200~500억원 미만,37,16.2,21.6,27.0,13.5,10.8,10.8
"전체",정보통신업,500~1500억원 미만,39,2.6,15.4,30.8,12.8,7.7,30.8
"전체",지식서비스업,소계,271,30.3,31.7,15.9,13.3,3.0,5.9
"전체",지식서비스업,5~20억원 미만,64,48.4,26.6,12.5,6.3,1.6,4.7
"전체",지식서비스업,20~50억원 미만,55,36.4,34.5,12.7,7.3,0.0,9.1
"전체",지식서비스업,50~80억원 미만,29,27.6,37.9,20.7,13.8,0.0,0.0
"전체",지식서비스업,80~120억원 미만,32,28.1,40.6,9.4,12.5,6.3,3.1
"전체",지식서비스업,120~200억원 미만,36,22.2,25.0,19.4,22.2,5.6,5.6
"전체",지식서비스업,200~500억원 미만,42,11.9,33.3,21.4,16.7,4.8,11.9
"전체",지식서비스업,500~1500억원 미만,13,7.7,23.1,23.1,38.5,7.7,0.0
"전체",녹색/환경산업,소계,148,56.8,37.8,4.1,0.0,0.7,0.7
"전체",녹색/환경산업,5~20억원 미만,24,66.7,29.2,0.0,0.0,0.0,4.2
"전체",녹색/환경산업,20~50억원 미만,37,73.0,24.3,2.7,0.0,0.0,0.0
"전체",녹색/환경산업,50~80억원 미만,19,73.7,21.1,5.3,0.0,0.0,0.0
"전체",녹색/환경산업,80~120억원 미만,16,56.3,43.8,0.0,0.0,0.0,0.0
